resultId,raceId,driverId,constructorId,number,grid,position,positionOrder,points,laps,milliseconds,fastestLap,rank,statusId,date,results_rownum
23814,990,154,210,8.0,16,13.0,13,0.0,56,,44.0,10.0,11,2018-04-08 15:10:00,results_23810
23815,990,840,3,18.0,20,14.0,14,0.0,56,,40.0,13.0,11,2018-04-08 15:10:00,results_23811
23816,990,845,3,35.0,18,15.0,15,0.0,56,,47.0,3.0,11,2018-04-08 15:10:00,results_23812
23817,990,815,10,11.0,12,16.0,16,0.0,56,,32.0,17.0,11,2018-04-08 15:10:00,results_23813
23818,990,843,5,28.0,11,17.0,17,0.0,56,,42.0,8.0,11,2018-04-08 15:10:00,results_23814
23819,990,8,6,7.0,2,,18,0.0,35,,22.0,6.0,36,2018-04-08 15:10:00,results_23815
23820,990,830,9,33.0,15,,19,0.0,3,,,0.0,29,2018-04-08 15:10:00,results_23816
23821,990,817,9,3.0,4,,20,0.0,1,,,0.0,10,2018-04-08 15:10:00,results_23817
23822,991,817,9,3.0,6,1.0,1,25.0,56,5736380.0,55.0,1.0,1,2018-04-15 06:10:00,results_23818
23823,991,822,131,77.0,3,2.0,2,18.0,56,5745274.0,50.0,6.0,1,2018-04-15 06:10:00,results_23819
23824,991,8,6,7.0,2,3.0,3,15.0,56,5746017.0,48.0,3.0,1,2018-04-15 06:10:00,results_23820
23825,991,1,131,44.0,4,4.0,4,12.0,56,5753365.0,20.0,4.0,1,2018-04-15 06:10:00,results_23821
23826,991,830,9,33.0,5,5.0,5,10.0,56,5756816.0,50.0,2.0,1,2018-04-15 06:10:00,results_23822
23827,991,807,4,27.0,7,6.0,6,8.0,56,5757432.0,56.0,5.0,1,2018-04-15 06:10:00,results_23823
23828,991,4,1,14.0,13,7.0,7,6.0,56,5767019.0,56.0,7.0,1,2018-04-15 06:10:00,results_23824
23829,991,20,6,5.0,1,8.0,8,4.0,56,5771666.0,24.0,9.0,1,2018-04-15 06:10:00,results_23825
23830,991,832,4,55.0,9,9.0,9,2.0,56,5772143.0,54.0,11.0,1,2018-04-15 06:10:00,results_23826
23831,991,825,210,20.0,11,10.0,10,1.0,56,5775974.0,54.0,14.0,1,2018-04-15 06:10:00,results_23827
23832,991,839,10,31.0,12,11.0,11,0.0,56,5780430.0,47.0,12.0,1,2018-04-15 06:10:00,results_23828
23833,991,815,10,11.0,8,12.0,12,0.0,56,5781105.0,54.0,10.0,1,2018-04-15 06:10:00,results_23829
23834,991,838,1,2.0,14,13.0,13,0.0,56,5785753.0,54.0,13.0,1,2018-04-15 06:10:00,results_23830
23835,991,840,3,18.0,18,14.0,14,0.0,56,5791870.0,54.0,17.0,1,2018-04-15 06:10:00,results_23831
23836,991,845,3,35.0,16,15.0,15,0.0,56,5794621.0,47.0,18.0,1,2018-04-15 06:10:00,results_23832
23837,991,828,15,9.0,20,16.0,16,0.0,56,5798984.0,52.0,16.0,1,2018-04-15 06:10:00,results_23833
23838,991,154,210,8.0,10,17.0,17,0.0,56,5801676.0,51.0,8.0,1,2018-04-15 06:10:00,results_23834
23839,991,842,5,10.0,17,18.0,18,0.0,56,5802710.0,54.0,15.0,1,2018-04-15 06:10:00,results_23835
23840,991,844,15,16.0,19,19.0,19,0.0,56,5818955.0,23.0,19.0,1,2018-04-15 06:10:00,results_23836
23841,991,843,5,28.0,15,20.0,20,0.0,51,,50.0,20.0,130,2018-04-15 06:10:00,results_23837
23842,992,1,131,44.0,2,1.0,1,25.0,51,6224291.0,35.0,2.0,1,2018-04-29 12:10:00,results_23838
23843,992,8,6,7.0,6,2.0,2,18.0,51,6226751.0,50.0,7.0,1,2018-04-29 12:10:00,results_23839
23844,992,815,10,11.0,8,3.0,3,15.0,51,6228315.0,51.0,6.0,1,2018-04-29 12:10:00,results_23840
23845,992,20,6,5.0,1,4.0,4,12.0,51,6229620.0,38.0,4.0,1,2018-04-29 12:10:00,results_23841
23846,992,832,4,55.0,9,5.0,5,10.0,51,6231806.0,50.0,9.0,1,2018-04-29 12:10:00,results_23842
23847,992,844,15,16.0,13,6.0,6,8.0,51,6233449.0,31.0,11.0,1,2018-04-29 12:10:00,results_23843
23848,992,4,1,14.0,12,7.0,7,6.0,51,6235222.0,32.0,12.0,1,2018-04-29 12:10:00,results_23844
23849,992,840,3,18.0,10,8.0,8,4.0,51,6236837.0,50.0,8.0,1,2018-04-29 12:10:00,results_23845
23850,992,838,1,2.0,16,9.0,9,2.0,51,6238443.0,50.0,13.0,1,2018-04-29 12:10:00,results_23846
23851,992,843,5,28.0,19,10.0,10,1.0,51,6242321.0,51.0,17.0,1,2018-04-29 12:10:00,results_23847
23852,992,828,15,9.0,18,11.0,11,0.0,51,6242803.0,51.0,14.0,1,2018-04-29 12:10:00,results_23848
23853,992,842,5,10.0,17,12.0,12,0.0,51,6249011.0,38.0,15.0,1,2018-04-29 12:10:00,results_23849
23854,992,825,210,20.0,15,13.0,13,0.0,51,6264954.0,35.0,16.0,1,2018-04-29 12:10:00,results_23850
23855,992,822,131,77.0,3,,14,0.0,48,,37.0,1.0,29,2018-04-29 12:10:00,results_23851
23856,992,154,210,8.0,20,,15,0.0,42,,34.0,10.0,3,2018-04-29 12:10:00,results_23852
23857,992,830,9,33.0,5,,16,0.0,39,,31.0,5.0,4,2018-04-29 12:10:00,results_23853
23858,992,817,9,3.0,4,,17,0.0,39,,34.0,3.0,4,2018-04-29 12:10:00,results_23854
23859,992,807,4,27.0,14,,18,0.0,10,,10.0,18.0,3,2018-04-29 12:10:00,results_23855
23860,992,839,10,31.0,7,,19,0.0,0,,,0.0,4,2018-04-29 12:10:00,results_23856
23861,992,845,3,35.0,11,,20,0.0,0,,,0.0,4,2018-04-29 12:10:00,results_23857
23862,993,1,131,44.0,1,1.0,1,25.0,66,5729972.0,64.0,3.0,1,2018-05-13 13:10:00,results_23858
23863,993,822,131,77.0,2,2.0,2,18.0,66,5750565.0,56.0,5.0,1,2018-05-13 13:10:00,results_23859
23864,993,830,9,33.0,5,3.0,3,15.0,66,5756845.0,62.0,4.0,1,2018-05-13 13:10:00,results_23860
23865,993,20,6,5.0,3,4.0,4,12.0,66,5757556.0,61.0,2.0,1,2018-05-13 13:10:00,results_23861
23866,993,817,9,3.0,6,5.0,5,10.0,66,5780030.0,61.0,1.0,1,2018-05-13 13:10:00,results_23862
23867,993,825,210,20.0,7,6.0,6,8.0,65,,64.0,6.0,11,2018-05-13 13:10:00,results_23863
23868,993,832,4,55.0,9,7.0,7,6.0,65,,61.0,9.0,11,2018-05-13 13:10:00,results_23864
23869,993,4,1,14.0,8,8.0,8,4.0,65,,64.0,7.0,11,2018-05-13 13:10:00,results_23865
23870,993,815,10,11.0,15,9.0,9,2.0,64,,43.0,8.0,12,2018-05-13 13:10:00,results_23866
23871,993,844,15,16.0,14,10.0,10,1.0,64,,51.0,14.0,12,2018-05-13 13:10:00,results_23867
23872,993,840,3,18.0,18,11.0,11,0.0,64,,60.0,12.0,12,2018-05-13 13:10:00,results_23868
23873,993,843,5,28.0,20,12.0,12,0.0,64,,63.0,10.0,12,2018-05-13 13:10:00,results_23869
23874,993,828,15,9.0,17,13.0,13,0.0,64,,50.0,15.0,12,2018-05-13 13:10:00,results_23870
23875,993,845,3,35.0,19,14.0,14,0.0,63,,57.0,17.0,13,2018-05-13 13:10:00,results_23871
23876,993,838,1,2.0,11,,15,0.0,45,,38.0,16.0,6,2018-05-13 13:10:00,results_23872
23877,993,839,10,31.0,13,,16,0.0,38,,36.0,13.0,44,2018-05-13 13:10:00,results_23873
23878,993,8,6,7.0,4,,17,0.0,25,,23.0,11.0,101,2018-05-13 13:10:00,results_23874
23879,993,154,210,8.0,10,,18,0.0,0,,,0.0,4,2018-05-13 13:10:00,results_23875
23880,993,842,5,10.0,12,,19,0.0,0,,,0.0,4,2018-05-13 13:10:00,results_23876
23881,993,807,4,27.0,16,,20,0.0,0,,,0.0,4,2018-05-13 13:10:00,results_23877
23882,994,817,9,3.0,1,1.0,1,25.0,78,6174807.0,13.0,5.0,1,2018-05-27 13:10:00,results_23878
23883,994,20,6,5.0,2,2.0,2,18.0,78,6182143.0,14.0,7.0,1,2018-05-27 13:10:00,results_23879
23884,994,1,131,44.0,3,3.0,3,15.0,78,6191820.0,15.0,8.0,1,2018-05-27 13:10:00,results_23880
23885,994,8,6,7.0,4,4.0,4,12.0,78,6192934.0,13.0,10.0,1,2018-05-27 13:10:00,results_23881
23886,994,822,131,77.0,5,5.0,5,10.0,78,6193629.0,21.0,9.0,1,2018-05-27 13:10:00,results_23882
23887,994,839,10,31.0,6,6.0,6,8.0,78,6198474.0,63.0,14.0,1,2018-05-27 13:10:00,results_23883
23888,994,842,5,10.0,10,7.0,7,6.0,78,6199138.0,68.0,15.0,1,2018-05-27 13:10:00,results_23884
23889,994,807,4,27.0,11,8.0,8,4.0,78,6199646.0,57.0,6.0,1,2018-05-27 13:10:00,results_23885
23890,994,830,9,33.0,20,9.0,9,2.0,78,6200124.0,60.0,1.0,1,2018-05-27 13:10:00,results_23886
23891,994,832,4,55.0,8,10.0,10,1.0,78,6243820.0,19.0,18.0,1,2018-05-27 13:10:00,results_23887
23892,994,828,15,9.0,16,11.0,11,0.0,78,6244671.0,19.0,12.0,1,2018-05-27 13:10:00,results_23888
23893,994,815,10,11.0,9,12.0,12,0.0,78,6245268.0,24.0,19.0,1,2018-05-27 13:10:00,results_23889
23894,994,825,210,20.0,19,13.0,13,0.0,78,6249630.0,20.0,17.0,1,2018-05-27 13:10:00,results_23890
23895,994,838,1,2.0,12,14.0,14,0.0,77,,76.0,11.0,11,2018-05-27 13:10:00,results_23891
23896,994,154,210,8.0,18,15.0,15,0.0,77,,74.0,2.0,11,2018-05-27 13:10:00,results_23892
23897,994,845,3,35.0,13,16.0,16,0.0,77,,75.0,4.0,11,2018-05-27 13:10:00,results_23893
23898,994,840,3,18.0,17,17.0,17,0.0,76,,61.0,3.0,12,2018-05-27 13:10:00,results_23894
23899,994,844,15,16.0,14,,18,0.0,70,,17.0,20.0,4,2018-05-27 13:10:00,results_23895
23900,994,843,5,28.0,15,,19,0.0,70,,15.0,16.0,4,2018-05-27 13:10:00,results_23896
23901,994,4,1,14.0,7,,20,0.0,52,,23.0,13.0,6,2018-05-27 13:10:00,results_23897
23902,995,20,6,5.0,1,1.0,1,25.0,68,5311377.0,57.0,2.0,1,2018-06-10 18:10:00,results_23898
23903,995,822,131,77.0,2,2.0,2,18.0,68,5318753.0,51.0,3.0,1,2018-06-10 18:10:00,results_23899
23904,995,830,9,33.0,3,3.0,3,15.0,68,5319737.0,65.0,1.0,1,2018-06-10 18:10:00,results_23900
23905,995,817,9,3.0,6,4.0,4,12.0,68,5332269.0,59.0,5.0,1,2018-06-10 18:10:00,results_23901
23906,995,1,131,44.0,4,5.0,5,10.0,68,5332936.0,66.0,6.0,1,2018-06-10 18:10:00,results_23902
23907,995,8,6,7.0,5,6.0,6,8.0,68,5338561.0,59.0,4.0,1,2018-06-10 18:10:00,results_23903
23908,995,807,4,27.0,7,7.0,7,6.0,67,,64.0,11.0,11,2018-06-10 18:10:00,results_23904
23909,995,832,4,55.0,9,8.0,8,4.0,67,,61.0,13.0,11,2018-06-10 18:10:00,results_23905
23910,995,839,10,31.0,8,9.0,9,2.0,67,,61.0,12.0,11,2018-06-10 18:10:00,results_23906
23911,995,844,15,16.0,13,10.0,10,1.0,67,,65.0,10.0,11,2018-06-10 18:10:00,results_23907
23912,995,842,5,10.0,16,11.0,11,0.0,67,,67.0,14.0,11,2018-06-10 18:10:00,results_23908
23913,995,154,210,8.0,20,12.0,12,0.0,67,,56.0,9.0,11,2018-06-10 18:10:00,results_23909
23914,995,825,210,20.0,11,13.0,13,0.0,67,,65.0,8.0,11,2018-06-10 18:10:00,results_23910
23915,995,815,10,11.0,10,14.0,14,0.0,67,,64.0,7.0,11,2018-06-10 18:10:00,results_23911
23916,995,828,15,9.0,19,15.0,15,0.0,66,,62.0,18.0,12,2018-06-10 18:10:00,results_23912
23917,995,838,1,2.0,15,16.0,16,0.0,66,,55.0,15.0,12,2018-06-10 18:10:00,results_23913
23918,995,845,3,35.0,18,17.0,17,0.0,66,,53.0,16.0,12,2018-06-10 18:10:00,results_23914
23919,995,4,1,14.0,14,,18,0.0,40,,33.0,17.0,43,2018-06-10 18:10:00,results_23915
23920,995,843,5,28.0,12,,19,0.0,0,,,0.0,4,2018-06-10 18:10:00,results_23916
23921,995,840,3,18.0,17,,20,0.0,0,,,0.0,4,2018-06-10 18:10:00,results_23917
23922,996,1,131,44.0,1,1.0,1,25.0,53,5411385.0,49.0,5.0,1,2018-06-24 14:10:00,results_23918
23923,996,830,9,33.0,4,2.0,2,18.0,53,5418475.0,47.0,2.0,1,2018-06-24 14:10:00,results_23919
23924,996,8,6,7.0,6,3.0,3,15.0,53,5437273.0,48.0,3.0,1,2018-06-24 14:10:00,results_23920
23925,996,817,9,3.0,5,4.0,4,12.0,53,5446121.0,37.0,7.0,1,2018-06-24 14:10:00,results_23921
23926,996,20,6,5.0,3,5.0,5,10.0,53,5473320.0,42.0,4.0,1,2018-06-24 14:10:00,results_23922
23927,996,825,210,20.0,9,6.0,6,8.0,53,5490749.0,50.0,8.0,1,2018-06-24 14:10:00,results_23923
23928,996,822,131,77.0,2,7.0,7,6.0,53,5492017.0,41.0,1.0,1,2018-06-24 14:10:00,results_23924
23929,996,832,4,55.0,7,8.0,8,4.0,53,5498569.0,46.0,9.0,1,2018-06-24 14:10:00,results_23925
23930,996,807,4,27.0,12,9.0,9,2.0,53,5503374.0,46.0,11.0,1,2018-06-24 14:10:00,results_23926
23931,996,844,15,16.0,8,10.0,10,1.0,53,5505258.0,45.0,12.0,1,2018-06-24 14:10:00,results_23927
23932,996,154,210,8.0,10,11.0,11,0.0,52,,47.0,10.0,11,2018-06-24 14:10:00,results_23928
23933,996,838,1,2.0,17,12.0,12,0.0,52,,48.0,14.0,11,2018-06-24 14:10:00,results_23929
23934,996,828,15,9.0,15,13.0,13,0.0,52,,37.0,13.0,11,2018-06-24 14:10:00,results_23930
23935,996,843,5,28.0,20,14.0,14,0.0,52,,40.0,15.0,11,2018-06-24 14:10:00,results_23931
23936,996,845,3,35.0,18,15.0,15,0.0,52,,35.0,16.0,11,2018-06-24 14:10:00,results_23932
23937,996,4,1,14.0,16,16.0,16,0.0,50,,48.0,6.0,36,2018-06-24 14:10:00,results_23933
23938,996,840,3,18.0,19,17.0,17,0.0,48,,35.0,18.0,29,2018-06-24 14:10:00,results_23934
23939,996,815,10,11.0,13,,18,0.0,27,,25.0,17.0,5,2018-06-24 14:10:00,results_23935
23940,996,839,10,31.0,11,,19,0.0,0,,,0.0,4,2018-06-24 14:10:00,results_23936
23941,996,842,5,10.0,14,,20,0.0,0,,,0.0,4,2018-06-24 14:10:00,results_23937
23942,997,830,9,33.0,4,1.0,1,25.0,71,4916024.0,70.0,4.0,1,2018-07-01 13:10:00,results_23938
23943,997,8,6,7.0,3,2.0,2,18.0,71,4917528.0,71.0,1.0,1,2018-07-01 13:10:00,results_23939
23944,997,20,6,5.0,6,3.0,3,15.0,71,4919205.0,67.0,2.0,1,2018-07-01 13:10:00,results_23940
23945,997,154,210,8.0,5,4.0,4,12.0,70,,17.0,16.0,11,2018-07-01 13:10:00,results_23941
23946,997,825,210,20.0,8,5.0,5,10.0,70,,70.0,7.0,11,2018-07-01 13:10:00,results_23942
23947,997,839,10,31.0,11,6.0,6,8.0,70,,64.0,11.0,11,2018-07-01 13:10:00,results_23943
23948,997,815,10,11.0,16,7.0,7,6.0,70,,66.0,8.0,11,2018-07-01 13:10:00,results_23944
23949,997,4,1,14.0,13,8.0,8,4.0,70,,69.0,9.0,11,2018-07-01 13:10:00,results_23945
23950,997,844,15,16.0,18,9.0,9,2.0,70,,68.0,14.0,11,2018-07-01 13:10:00,results_23946
23951,997,828,15,9.0,20,10.0,10,1.0,70,,67.0,6.0,11,2018-07-01 13:10:00,results_23947
23952,997,842,5,10.0,12,11.0,11,0.0,70,,38.0,19.0,11,2018-07-01 13:10:00,results_23948
23953,997,832,4,55.0,9,12.0,12,0.0,70,,37.0,10.0,11,2018-07-01 13:10:00,results_23949
23954,997,845,3,35.0,17,13.0,13,0.0,69,,64.0,13.0,12,2018-07-01 13:10:00,results_23950
23955,997,840,3,18.0,14,14.0,14,0.0,69,,68.0,18.0,12,2018-07-01 13:10:00,results_23951
23956,997,838,1,2.0,15,15.0,15,0.0,65,,63.0,12.0,130,2018-07-01 13:10:00,results_23952
23957,997,1,131,44.0,2,,16,0.0,62,,58.0,3.0,32,2018-07-01 13:10:00,results_23953
23958,997,843,5,28.0,19,,17,0.0,54,,42.0,17.0,9,2018-07-01 13:10:00,results_23954
23959,997,817,9,3.0,7,,18,0.0,53,,46.0,5.0,43,2018-07-01 13:10:00,results_23955
23960,997,822,131,77.0,1,,19,0.0,13,,12.0,15.0,9,2018-07-01 13:10:00,results_23956
23961,997,807,4,27.0,10,,20,0.0,11,,7.0,20.0,5,2018-07-01 13:10:00,results_23957
23962,998,20,6,5.0,2,1.0,1,25.0,52,5249784.0,47.0,1.0,1,2018-07-08 13:10:00,results_23958
23963,998,1,131,44.0,1,2.0,2,18.0,52,5252048.0,52.0,3.0,1,2018-07-08 13:10:00,results_23959
23964,998,8,6,7.0,3,3.0,3,15.0,52,5253436.0,51.0,2.0,1,2018-07-08 13:10:00,results_23960
23965,998,822,131,77.0,4,4.0,4,12.0,52,5258667.0,43.0,4.0,1,2018-07-08 13:10:00,results_23961
23966,998,817,9,3.0,6,5.0,5,10.0,52,5259284.0,46.0,5.0,1,2018-07-08 13:10:00,results_23962
23967,998,807,4,27.0,11,6.0,6,8.0,52,5278004.0,48.0,7.0,1,2018-07-08 13:10:00,results_23963
23968,998,839,10,31.0,10,7.0,7,6.0,52,5279714.0,48.0,13.0,1,2018-07-08 13:10:00,results_23964
23969,998,4,1,14.0,13,8.0,8,4.0,52,5280899.0,52.0,10.0,1,2018-07-08 13:10:00,results_23965
23970,998,825,210,20.0,7,9.0,9,2.0,52,5282972.0,48.0,12.0,1,2018-07-08 13:10:00,results_23966
23971,998,815,10,11.0,12,10.0,10,1.0,52,5284492.0,48.0,9.0,1,2018-07-08 13:10:00,results_23967
23972,998,838,1,2.0,17,11.0,11,0.0,52,5285558.0,48.0,11.0,1,2018-07-08 13:10:00,results_23968
23973,998,840,3,18.0,19,12.0,12,0.0,52,5287890.0,48.0,15.0,1,2018-07-08 13:10:00,results_23969
23974,998,842,5,10.0,14,13.0,13,0.0,52,5288913.0,48.0,8.0,1,2018-07-08 13:10:00,results_23970
23975,998,845,3,35.0,18,14.0,14,0.0,52,5297897.0,52.0,18.0,1,2018-07-08 13:10:00,results_23971
23982,998,843,5,28.0,0,,20,0.0,1,,,0.0,131,2018-07-08 13:10:00,results_23972
23977,998,830,9,33.0,5,,15,0.0,46,,42.0,6.0,23,2018-07-08 13:10:00,results_23973
23978,998,154,210,8.0,8,,16,0.0,37,,28.0,16.0,4,2018-07-08 13:10:00,results_23974
23979,998,832,4,55.0,16,,17,0.0,37,,25.0,17.0,4,2018-07-08 13:10:00,results_23975
23980,998,828,15,9.0,15,,18,0.0,31,,26.0,14.0,3,2018-07-08 13:10:00,results_23976
23981,998,844,15,16.0,9,,19,0.0,18,,3.0,19.0,27,2018-07-08 13:10:00,results_23977
23983,999,1,131,44.0,14,1.0,1,25.0,67,5549845.0,66.0,1.0,1,2018-07-22 13:10:00,results_23978
23984,999,822,131,77.0,2,2.0,2,18.0,67,5554380.0,65.0,2.0,1,2018-07-22 13:10:00,results_23979
23985,999,8,6,7.0,3,3.0,3,15.0,67,5556577.0,64.0,4.0,1,2018-07-22 13:10:00,results_23980
23986,999,830,9,33.0,4,4.0,4,12.0,67,5557499.0,66.0,3.0,1,2018-07-22 13:10:00,results_23981
23987,999,807,4,27.0,7,5.0,5,10.0,67,5576454.0,66.0,16.0,1,2018-07-22 13:10:00,results_23982
23988,999,154,210,8.0,6,6.0,6,8.0,67,5578716.0,66.0,5.0,1,2018-07-22 13:10:00,results_23983
23989,999,815,10,11.0,10,7.0,7,6.0,67,5580401.0,66.0,15.0,1,2018-07-22 13:10:00,results_23984
23990,999,839,10,31.0,15,8.0,8,4.0,67,5581595.0,64.0,17.0,1,2018-07-22 13:10:00,results_23985
23991,999,828,15,9.0,13,9.0,9,2.0,67,5582207.0,65.0,12.0,1,2018-07-22 13:10:00,results_23986
23992,999,843,5,28.0,17,10.0,10,1.0,67,5584042.0,66.0,9.0,1,2018-07-22 13:10:00,results_23987
23993,999,825,210,20.0,5,11.0,11,0.0,67,5584764.0,66.0,10.0,1,2018-07-22 13:10:00,results_23988
23994,999,832,4,55.0,8,12.0,12,0.0,67,5592914.0,63.0,7.0,1,2018-07-22 13:10:00,results_23989
23995,999,838,1,2.0,19,13.0,13,0.0,67,5596462.0,67.0,8.0,1,2018-07-22 13:10:00,results_23990
23996,999,842,5,10.0,16,14.0,14,0.0,66,,66.0,13.0,11,2018-07-22 13:10:00,results_23991
23997,999,844,15,16.0,9,15.0,15,0.0,66,,64.0,14.0,11,2018-07-22 13:10:00,results_23992
23998,999,4,1,14.0,11,16.0,16,0.0,65,,60.0,11.0,31,2018-07-22 13:10:00,results_23993
23999,999,840,3,18.0,18,,17,0.0,53,,35.0,19.0,5,2018-07-22 13:10:00,results_23994
24000,999,20,6,5.0,1,,18,0.0,51,,39.0,6.0,3,2018-07-22 13:10:00,results_23995
24001,999,845,3,35.0,12,,19,0.0,51,,36.0,20.0,5,2018-07-22 13:10:00,results_23996
24002,999,817,9,3.0,20,,20,0.0,27,,22.0,18.0,5,2018-07-22 13:10:00,results_23997
24003,1000,1,131,44.0,1,1.0,1,25.0,70,5836427.0,63.0,4.0,1,2018-07-29 13:10:00,results_23998
24004,1000,20,6,5.0,4,2.0,2,18.0,70,5853550.0,70.0,2.0,1,2018-07-29 13:10:00,results_23999
24005,1000,8,6,7.0,3,3.0,3,15.0,70,5856528.0,55.0,3.0,1,2018-07-29 13:10:00,results_24000
24006,1000,817,9,3.0,12,4.0,4,12.0,70,5882846.0,46.0,1.0,1,2018-07-29 13:10:00,results_24001
24007,1000,822,131,77.0,2,5.0,5,10.0,70,5886427.0,39.0,8.0,1,2018-07-29 13:10:00,results_24002
24008,1000,842,5,10.0,6,6.0,6,8.0,70,5909700.0,64.0,7.0,1,2018-07-29 13:10:00,results_24003
24009,1000,825,210,20.0,9,7.0,7,6.0,69,,60.0,6.0,11,2018-07-29 13:10:00,results_24004
24010,1000,4,1,14.0,11,8.0,8,4.0,69,,68.0,9.0,11,2018-07-29 13:10:00,results_24005
24011,1000,832,4,55.0,5,9.0,9,2.0,69,,58.0,13.0,11,2018-07-29 13:10:00,results_24006
24012,1000,154,210,8.0,10,10.0,10,1.0,69,,58.0,10.0,11,2018-07-29 13:10:00,results_24007
24013,1000,843,5,28.0,8,11.0,11,0.0,69,,62.0,11.0,11,2018-07-29 13:10:00,results_24008
24014,1000,807,4,27.0,13,12.0,12,0.0,69,,69.0,5.0,11,2018-07-29 13:10:00,results_24009
24015,1000,839,10,31.0,18,13.0,13,0.0,69,,63.0,14.0,11,2018-07-29 13:10:00,results_24010
24016,1000,815,10,11.0,19,14.0,14,0.0,69,,56.0,16.0,11,2018-07-29 13:10:00,results_24011
24017,1000,828,15,9.0,14,15.0,15,0.0,68,,53.0,17.0,12,2018-07-29 13:10:00,results_24012
24018,1000,845,3,35.0,20,16.0,16,0.0,68,,53.0,18.0,12,2018-07-29 13:10:00,results_24013
24019,1000,840,3,18.0,15,17.0,17,0.0,68,,51.0,12.0,12,2018-07-29 13:10:00,results_24014
24020,1000,838,1,2.0,16,,18,0.0,49,,46.0,15.0,6,2018-07-29 13:10:00,results_24015
24021,1000,830,9,33.0,7,,19,0.0,5,,5.0,19.0,75,2018-07-29 13:10:00,results_24016
24022,1000,844,15,16.0,17,,20,0.0,0,,,0.0,22,2018-07-29 13:10:00,results_24017
24023,1001,20,6,5.0,2,1.0,1,25.0,44,5014476.0,25.0,2.0,1,2018-08-26 13:10:00,results_24018
24024,1001,1,131,44.0,1,2.0,2,18.0,44,5025537.0,23.0,3.0,1,2018-08-26 13:10:00,results_24019
24025,1001,830,9,33.0,7,3.0,3,15.0,44,5045848.0,36.0,4.0,1,2018-08-26 13:10:00,results_24020
24026,1001,822,131,77.0,19,4.0,4,12.0,44,5078081.0,32.0,1.0,1,2018-08-26 13:10:00,results_24021
24027,1001,815,10,11.0,4,5.0,5,10.0,44,5085499.0,38.0,7.0,1,2018-08-26 13:10:00,results_24022
24028,1001,839,10,31.0,3,6.0,6,8.0,44,5093996.0,35.0,6.0,1,2018-08-26 13:10:00,results_24023
24029,1001,154,210,8.0,5,7.0,7,6.0,44,5100429.0,35.0,8.0,1,2018-08-26 13:10:00,results_24024
24030,1001,825,210,20.0,9,8.0,8,4.0,44,5102115.0,36.0,5.0,1,2018-08-26 13:10:00,results_24025
24031,1001,842,5,10.0,10,9.0,9,2.0,44,5120368.0,36.0,9.0,1,2018-08-26 13:10:00,results_24026
24032,1001,828,15,9.0,13,10.0,10,1.0,43,,35.0,11.0,11,2018-08-26 13:10:00,results_24027
24033,1001,832,4,55.0,14,11.0,11,0.0,43,,32.0,10.0,11,2018-08-26 13:10:00,results_24028
24034,1001,845,3,35.0,16,12.0,12,0.0,43,,42.0,14.0,11,2018-08-26 13:10:00,results_24029
24035,1001,840,3,18.0,17,13.0,13,0.0,43,,39.0,16.0,11,2018-08-26 13:10:00,results_24030
24036,1001,843,5,28.0,11,14.0,14,0.0,43,,33.0,12.0,11,2018-08-26 13:10:00,results_24031
24037,1001,838,1,2.0,18,15.0,15,0.0,43,,38.0,13.0,11,2018-08-26 13:10:00,results_24032
24038,1001,817,9,3.0,8,,16,0.0,28,,27.0,15.0,31,2018-08-26 13:10:00,results_24033
24039,1001,8,6,7.0,6,,17,0.0,8,,6.0,17.0,23,2018-08-26 13:10:00,results_24034
24040,1001,844,15,16.0,12,,18,0.0,0,,,0.0,3,2018-08-26 13:10:00,results_24035
24041,1001,4,1,14.0,15,,19,0.0,0,,,0.0,3,2018-08-26 13:10:00,results_24036
24042,1001,807,4,27.0,20,,20,0.0,0,,,0.0,3,2018-08-26 13:10:00,results_24037
24043,1002,1,131,44.0,3,1.0,1,25.0,53,4614484.0,30.0,1.0,1,2018-09-02 13:10:00,results_24038
24044,1002,8,6,7.0,1,2.0,2,18.0,53,4623189.0,28.0,4.0,1,2018-09-02 13:10:00,results_24039
24045,1002,822,131,77.0,4,3.0,3,15.0,53,4628550.0,39.0,3.0,1,2018-09-02 13:10:00,results_24040
24046,1002,20,6,5.0,2,4.0,4,12.0,53,4630635.0,51.0,2.0,1,2018-09-02 13:10:00,results_24041
24047,1002,830,9,33.0,5,5.0,5,10.0,53,4632692.0,41.0,6.0,1,2018-09-02 13:10:00,results_24042
24048,1002,839,10,31.0,8,6.0,6,8.0,53,4672245.0,48.0,12.0,1,2018-09-02 13:10:00,results_24043
24049,1002,815,10,11.0,14,7.0,7,6.0,53,4673162.0,44.0,11.0,1,2018-09-02 13:10:00,results_24044
24050,1002,832,4,55.0,7,8.0,8,4.0,53,4692624.0,43.0,5.0,1,2018-09-02 13:10:00,results_24045
24051,1002,840,3,18.0,10,9.0,9,2.0,52,,52.0,9.0,11,2018-09-02 13:10:00,results_24046
24052,1002,845,3,35.0,12,10.0,10,1.0,52,,39.0,14.0,11,2018-09-02 13:10:00,results_24047
24053,1002,844,15,16.0,15,11.0,11,0.0,52,,52.0,8.0,11,2018-09-02 13:10:00,results_24048
24054,1002,838,1,2.0,17,12.0,12,0.0,52,,52.0,13.0,11,2018-09-02 13:10:00,results_24049
