part_rownum|p_partkey|p_name|p_mfgr|p_brand|p_type|p_size|p_container|p_retailprice|p_comment
part_13536|13534|floral chiffon antique light wheat|Manufacturer#3           |Brand#34  |MEDIUM BRUSHED NICKEL|23|MED CAN   |1447.53|requests. fluffily un
part_13537|13535|indian floral brown white purple|Manufacturer#5           |Brand#51  |PROMO ANODIZED STEEL|17|WRAP CASE |1448.53|slyly express dolph
part_13538|13536|khaki moccasin lawn dark wheat|Manufacturer#5           |Brand#54  |STANDARD BRUSHED STEEL|48|JUMBO PKG |1449.53|about
part_13539|13537|black puff violet blanched indian|Manufacturer#1           |Brand#13  |STANDARD POLISHED BRASS|49|WRAP DRUM |1450.53|cies haggle 
part_13540|13538|cornsilk moccasin medium floral dim|Manufacturer#1           |Brand#15  |PROMO ANODIZED NICKEL|16|LG PKG    |1451.53|ng dinos-- s
part_13541|13539|linen metallic lime purple deep|Manufacturer#3           |Brand#35  |MEDIUM PLATED TIN|25|LG PACK   |1452.53| even g
part_13542|13540|orange lavender lace black seashell|Manufacturer#2           |Brand#21  |SMALL PLATED COPPER|45|WRAP BAG  |1453.54|kly furious deposits
part_13543|13541|orange slate sienna puff seashell|Manufacturer#3           |Brand#34  |ECONOMY PLATED TIN|35|LG BOX    |1454.54|e of the cou
part_13544|13542|peach dim honeydew grey beige|Manufacturer#4           |Brand#42  |STANDARD ANODIZED STEEL|47|LG BAG    |1455.54|ests impr
part_13545|13543|burnished brown snow olive firebrick|Manufacturer#5           |Brand#51  |SMALL PLATED NICKEL|30|JUMBO JAR |1456.54| packages h
part_13546|13544|snow slate medium orange dark|Manufacturer#1           |Brand#13  |MEDIUM POLISHED TIN|12|SM PKG    |1457.54|are slyly in
part_13547|13545|pale aquamarine blue burlywood bisque|Manufacturer#3           |Brand#32  |LARGE POLISHED STEEL|25|LG PKG    |1458.54|fully.
part_13548|13546|spring burlywood peach frosted cornsilk|Manufacturer#4           |Brand#45  |SMALL ANODIZED STEEL|4|LG PACK   |1459.54| slyly
part_13549|13547|brown beige deep smoke puff|Manufacturer#5           |Brand#53  |MEDIUM BRUSHED BRASS|13|JUMBO BOX |1460.54|uriously ironic 
part_13550|13548|blush misty ivory bisque peach|Manufacturer#3           |Brand#34  |PROMO BURNISHED STEEL|38|MED BAG   |1461.54|al pinto bean
part_13551|13549|goldenrod khaki coral metallic cyan|Manufacturer#1           |Brand#12  |MEDIUM POLISHED BRASS|34|JUMBO BOX |1462.54|s. th
part_13552|13550|seashell cornsilk dodger cyan tan|Manufacturer#5           |Brand#54  |SMALL POLISHED BRASS|2|MED BAG   |1463.55|ake silently. bli
part_13553|13551|metallic linen azure navajo maroon|Manufacturer#1           |Brand#12  |STANDARD ANODIZED STEEL|7|WRAP PKG  |1464.55|totes-- unusual depo
part_13554|13552|khaki orange navy dodger light|Manufacturer#2           |Brand#24  |ECONOMY BRUSHED NICKEL|48|WRAP CAN  |1465.55|silent accounts are
part_13555|13553|coral almond misty snow dodger|Manufacturer#5           |Brand#54  |LARGE POLISHED NICKEL|3|LG PKG    |1466.55|posits 
part_13556|13554|thistle antique ghost cyan cornsilk|Manufacturer#1           |Brand#13  |LARGE PLATED STEEL|21|JUMBO CAN |1467.55|ial re
part_13557|13555|mint indian white lime red|Manufacturer#1           |Brand#13  |PROMO BRUSHED COPPER|37|MED PACK  |1468.55|ests along the ide
part_13558|13556|antique turquoise sky maroon magenta|Manufacturer#3           |Brand#33  |MEDIUM BRUSHED BRASS|3|JUMBO CASE|1469.55|usly un
part_13559|13557|royal powder red ghost honeydew|Manufacturer#5           |Brand#52  |SMALL PLATED NICKEL|22|MED CAN   |1470.55| the blithely ev
part_13560|13558|lavender linen misty plum magenta|Manufacturer#1           |Brand#12  |STANDARD POLISHED COPPER|39|MED PACK  |1471.55|ily even plate
part_13561|13559|turquoise azure black chocolate peach|Manufacturer#5           |Brand#51  |PROMO PLATED STEEL|34|WRAP DRUM |1472.55|pendencie
part_13562|13560|blue lavender saddle lime pale|Manufacturer#2           |Brand#23  |ECONOMY ANODIZED TIN|43|MED BAG   |1473.56|ove the furious
part_13563|13561|gainsboro coral deep floral sandy|Manufacturer#3           |Brand#35  |PROMO BURNISHED STEEL|13|SM CASE   |1474.56|expres
part_13564|13562|aquamarine blue violet rosy tan|Manufacturer#1           |Brand#15  |PROMO BURNISHED STEEL|1|WRAP JAR  |1475.56|encies slee
part_13565|13563|chartreuse blue midnight burnished deep|Manufacturer#4           |Brand#44  |ECONOMY ANODIZED COPPER|43|MED JAR   |1476.56|ades lose. bli
part_13566|13564|magenta thistle forest tan purple|Manufacturer#3           |Brand#31  |ECONOMY PLATED COPPER|40|MED DRUM  |1477.56|slyly final foxes 
part_13567|13565|linen rose pink ivory blanched|Manufacturer#3           |Brand#35  |LARGE BURNISHED TIN|6|JUMBO BAG |1478.56|nding braids wake
part_13568|13566|papaya khaki saddle honeydew plum|Manufacturer#4           |Brand#41  |MEDIUM BURNISHED NICKEL|43|SM CASE   |1479.56|ng requests cajo
part_13569|13567|thistle sandy firebrick sky khaki|Manufacturer#4           |Brand#43  |PROMO POLISHED COPPER|29|LG DRUM   |1480.56|nt requests so
part_13570|13568|saddle drab medium tan almond|Manufacturer#4           |Brand#43  |ECONOMY ANODIZED BRASS|2|LG BOX    |1481.56|furiousl
part_13571|13569|midnight pink purple green slate|Manufacturer#5           |Brand#54  |MEDIUM BURNISHED STEEL|19|WRAP BAG  |1482.56|ending accoun
part_13572|13570|plum azure lavender sky chartreuse|Manufacturer#1           |Brand#13  |MEDIUM POLISHED NICKEL|48|JUMBO BAG |1483.57|al requests promis
part_13573|13571|pink ghost navajo rose saddle|Manufacturer#1           |Brand#15  |STANDARD PLATED NICKEL|42|WRAP CAN  |1484.57|aggle ca
part_13574|13572|mint drab papaya cornsilk orange|Manufacturer#2           |Brand#25  |LARGE POLISHED BRASS|39|MED PACK  |1485.57|n the f
part_13575|13573|orchid cyan spring moccasin azure|Manufacturer#1           |Brand#11  |MEDIUM BRUSHED TIN|43|WRAP PKG  |1486.57|e carefully final
part_13576|13574|firebrick lawn peru royal bisque|Manufacturer#1           |Brand#11  |LARGE BRUSHED TIN|46|JUMBO CAN |1487.57|pecial accoun
part_13577|13575|saddle moccasin floral light magenta|Manufacturer#4           |Brand#44  |STANDARD ANODIZED NICKEL|10|MED CASE  |1488.57|eans. slyly special pa
part_13578|13576|rosy lawn cornsilk linen azure|Manufacturer#2           |Brand#23  |STANDARD BURNISHED TIN|40|JUMBO BOX |1489.57|s wake 
part_13579|13577|rosy lace blanched midnight azure|Manufacturer#4           |Brand#41  |LARGE PLATED COPPER|48|LG PACK   |1490.57| final
part_13580|13578|navy goldenrod forest plum blush|Manufacturer#5           |Brand#54  |ECONOMY PLATED NICKEL|11|SM DRUM   |1491.57|y. quickly spe
part_13581|13579|beige coral blush peru maroon|Manufacturer#4           |Brand#41  |ECONOMY BRUSHED BRASS|32|LG DRUM   |1492.57|s. furi
part_13582|13580|antique peru pale navy yellow|Manufacturer#4           |Brand#43  |SMALL PLATED COPPER|28|JUMBO CASE|1493.58|ites 
part_13583|13581|metallic dim lime azure lace|Manufacturer#4           |Brand#43  |SMALL PLATED COPPER|16|JUMBO BAG |1494.58|ut the 
part_13584|13582|puff floral dim peru olive|Manufacturer#3           |Brand#31  |STANDARD PLATED NICKEL|40|LG PACK   |1495.58|run slyly caref
part_13585|13583|peach cyan steel papaya antique|Manufacturer#3           |Brand#34  |MEDIUM ANODIZED NICKEL|41|JUMBO PKG |1496.58|ouches: pend
part_13586|13584|cyan orchid hot lace bisque|Manufacturer#3           |Brand#32  |LARGE BURNISHED TIN|13|WRAP CAN  |1497.58|oss the fluffily pendi
part_13587|13585|cream bisque linen tomato lime|Manufacturer#5           |Brand#51  |ECONOMY BRUSHED NICKEL|43|LG BAG    |1498.58| quickly exp
part_13588|13586|honeydew papaya purple black peach|Manufacturer#1           |Brand#12  |MEDIUM ANODIZED COPPER|6|JUMBO PKG |1499.58|s. dugouts
part_13589|13587|black yellow tan orange gainsboro|Manufacturer#1           |Brand#13  |LARGE ANODIZED STEEL|45|WRAP CASE |1500.58|g deposits sleep 
part_13590|13588|peru frosted powder navy slate|Manufacturer#3           |Brand#33  |STANDARD BRUSHED TIN|38|LG BOX    |1501.58| bold theodolites
part_13592|13590|khaki hot cyan cornsilk grey|Manufacturer#4           |Brand#41  |PROMO BURNISHED STEEL|16|MED JAR   |1503.59|d warhorses
part_13593|13591|slate saddle puff linen goldenrod|Manufacturer#4           |Brand#44  |PROMO PLATED COPPER|21|WRAP PKG  |1504.59|s accounts wake
part_13594|13592|forest dodger orchid gainsboro azure|Manufacturer#4           |Brand#43  |MEDIUM BRUSHED BRASS|6|WRAP CAN  |1505.59|account
part_13595|13593|rose red tan medium firebrick|Manufacturer#2           |Brand#23  |PROMO BRUSHED BRASS|34|JUMBO BOX |1506.59|ely above the 
part_13596|13594|lace pink sandy goldenrod coral|Manufacturer#4           |Brand#45  |SMALL BRUSHED NICKEL|36|JUMBO BAG |1507.59|yly e
part_13597|13595|blue chocolate antique dark cornflower|Manufacturer#3           |Brand#34  |SMALL BRUSHED TIN|3|MED CASE  |1508.59|ptotes. 
part_13598|13596|burlywood spring hot turquoise purple|Manufacturer#2           |Brand#21  |STANDARD PLATED TIN|9|LG PKG    |1509.59|ial i
part_13599|13597|blue cornflower purple midnight yellow|Manufacturer#1           |Brand#12  |MEDIUM PLATED TIN|24|JUMBO CAN |1510.59|unts d
part_13600|13598|salmon tan hot wheat blush|Manufacturer#3           |Brand#34  |SMALL BURNISHED BRASS|24|JUMBO JAR |1511.59|g the c
part_13601|13599|pink burlywood violet dim cornflower|Manufacturer#3           |Brand#31  |STANDARD BRUSHED TIN|42|LG BOX    |1512.59|ronic courts 
part_13602|13600|purple lime orchid burnished blanched|Manufacturer#1           |Brand#15  |PROMO PLATED STEEL|48|JUMBO CAN |1513.60|iously final package
part_13603|13601|saddle indian papaya blue seashell|Manufacturer#3           |Brand#31  |PROMO BRUSHED BRASS|48|LG BOX    |1514.60|ously. quickly expre
part_13604|13602|puff cyan mint moccasin slate|Manufacturer#4           |Brand#42  |LARGE POLISHED NICKEL|48|JUMBO PACK|1515.60|ts. even, ironic depo
part_13605|13603|yellow metallic burnished powder ivory|Manufacturer#5           |Brand#51  |LARGE BRUSHED BRASS|5|MED PACK  |1516.60|ar, special
part_13606|13604|orange cornflower blanched lime white|Manufacturer#2           |Brand#24  |MEDIUM PLATED COPPER|25|MED JAR   |1517.60|y blithely even th
part_13607|13605|turquoise spring frosted saddle seashell|Manufacturer#2           |Brand#24  |STANDARD ANODIZED COPPER|18|LG CASE   |1518.60|. carefully special
part_13608|13606|hot tan snow pink medium|Manufacturer#5           |Brand#55  |MEDIUM BRUSHED STEEL|48|MED CAN   |1519.60|lithely. carefully r
part_13609|13607|forest blanched plum white cornsilk|Manufacturer#5           |Brand#54  |STANDARD ANODIZED STEEL|2|WRAP DRUM |1520.60|y regular
part_13610|13608|moccasin lace pale lavender gainsboro|Manufacturer#4           |Brand#41  |ECONOMY BRUSHED NICKEL|35|SM PACK   |1521.60|lyly ironic
part_13611|13609|peach pink midnight honeydew dark|Manufacturer#4           |Brand#43  |LARGE BURNISHED NICKEL|1|MED CASE  |1522.60|osits are quickly 
part_13612|13610|blanched thistle forest khaki purple|Manufacturer#3           |Brand#32  |ECONOMY POLISHED COPPER|50|MED DRUM  |1523.61|iously 
part_13613|13611|salmon rose grey frosted indian|Manufacturer#5           |Brand#53  |SMALL BURNISHED BRASS|39|MED CASE  |1524.61|kly around 
part_13614|13612|powder drab red saddle burnished|Manufacturer#1           |Brand#11  |ECONOMY PLATED TIN|22|WRAP CAN  |1525.61|ronic wate
part_13615|13613|powder tomato deep purple rose|Manufacturer#5           |Brand#55  |SMALL POLISHED BRASS|12|JUMBO PKG |1526.61| the carefully regul
part_13616|13614|khaki mint navajo aquamarine powder|Manufacturer#2           |Brand#22  |MEDIUM BRUSHED COPPER|22|JUMBO PACK|1527.61|pecial accounts
part_13617|13615|snow mint cream sienna puff|Manufacturer#1           |Brand#15  |LARGE BURNISHED STEEL|13|MED CASE  |1528.61|le pinto beans. furi
part_13618|13616|linen dim thistle tan cyan|Manufacturer#1           |Brand#15  |LARGE BRUSHED NICKEL|26|MED DRUM  |1529.61|owly regular packag
part_13619|13617|floral lawn pink sienna ivory|Manufacturer#1           |Brand#15  |LARGE PLATED NICKEL|42|JUMBO JAR |1530.61|lites after the q
part_13620|13618|mint sandy moccasin indian lace|Manufacturer#5           |Brand#52  |LARGE POLISHED NICKEL|23|JUMBO CAN |1531.61|al foxe
part_13621|13619|goldenrod saddle plum chiffon lawn|Manufacturer#4           |Brand#43  |SMALL POLISHED COPPER|21|LG PKG    |1532.61|l reque
part_13622|13620|navajo slate medium metallic khaki|Manufacturer#2           |Brand#21  |ECONOMY ANODIZED COPPER|38|LG BAG    |1533.62|nt instructions
part_13623|13621|blanched orange white maroon cornflower|Manufacturer#2           |Brand#21  |PROMO BURNISHED STEEL|31|JUMBO PKG |1534.62|of the furiously f
part_13624|13622|coral medium indian royal thistle|Manufacturer#1           |Brand#11  |ECONOMY PLATED NICKEL|13|MED CASE  |1535.62|g to the i
part_13625|13623|maroon medium mint beige firebrick|Manufacturer#4           |Brand#43  |SMALL BURNISHED BRASS|2|MED CAN   |1536.62|ironic pack
part_13626|13624|orange peru frosted pink slate|Manufacturer#4           |Brand#42  |PROMO BURNISHED STEEL|10|SM PACK   |1537.62|y unusual deposi
part_13627|13625|olive saddle smoke red burnished|Manufacturer#4           |Brand#43  |LARGE BURNISHED COPPER|38|LG JAR    |1538.62|e the furiousl
part_13628|13626|blue peru thistle smoke royal|Manufacturer#3           |Brand#34  |STANDARD BRUSHED BRASS|1|SM PKG    |1539.62| ironic accounts
part_13629|13627|ivory firebrick frosted dodger tan|Manufacturer#3           |Brand#32  |ECONOMY PLATED TIN|45|JUMBO JAR |1540.62|kages should have to k
part_13630|13628|orchid papaya snow almond tan|Manufacturer#3           |Brand#35  |SMALL BRUSHED TIN|13|SM PKG    |1541.62|nal ideas
part_13631|13629|snow black metallic magenta cream|Manufacturer#1           |Brand#14  |SMALL ANODIZED TIN|4|WRAP PKG  |1542.62| even
part_13632|13630|lawn light firebrick grey forest|Manufacturer#5           |Brand#53  |STANDARD POLISHED STEEL|15|JUMBO CASE|1543.63|ly bold ideas cajole a
part_13633|13631|linen coral floral blue burlywood|Manufacturer#2           |Brand#24  |LARGE BURNISHED COPPER|21|MED JAR   |1544.63|y special co
part_13634|13632|honeydew plum linen violet goldenrod|Manufacturer#4           |Brand#45  |MEDIUM PLATED STEEL|42|WRAP JAR  |1545.63|es. f
part_13635|13633|navy seashell antique honeydew lime|Manufacturer#4           |Brand#42  |PROMO BRUSHED TIN|1|LG JAR    |1546.63| foxes aff
part_13636|13634|snow lawn burnished lace maroon|Manufacturer#1           |Brand#14  |LARGE BURNISHED BRASS|22|SM PKG    |1547.63|ding to t
part_13637|13635|lemon mint tan light beige|Manufacturer#5           |Brand#51  |SMALL PLATED COPPER|44|MED PACK  |1548.63|cording to the iro
part_13638|13636|bisque chocolate lawn forest plum|Manufacturer#2           |Brand#23  |STANDARD PLATED STEEL|8|LG PACK   |1549.63|e permanentl
part_13639|13637|thistle slate midnight saddle steel|Manufacturer#4           |Brand#43  |MEDIUM BRUSHED COPPER|3|JUMBO BAG |1550.63|y ironic
part_13640|13638|grey drab hot cyan moccasin|Manufacturer#4           |Brand#41  |LARGE BURNISHED STEEL|15|JUMBO JAR |1551.63|p enticingly. depths
part_13641|13639|beige navajo thistle bisque powder|Manufacturer#4           |Brand#45  |ECONOMY POLISHED TIN|29|SM BOX    |1552.63|ully even de
part_13642|13640|lawn chartreuse medium sienna black|Manufacturer#5           |Brand#53  |MEDIUM PLATED TIN|19|MED JAR   |1553.64|al deposits cajole ir
part_13643|13641|grey mint cornflower blush azure|Manufacturer#4           |Brand#42  |LARGE POLISHED COPPER|13|MED BOX   |1554.64|eas are about 
part_13644|13642|frosted maroon peru puff blue|Manufacturer#3           |Brand#35  |SMALL BURNISHED NICKEL|8|WRAP BAG  |1555.64|carefully fina
part_13645|13643|powder rosy burnished ivory royal|Manufacturer#2           |Brand#22  |ECONOMY PLATED TIN|3|JUMBO PKG |1556.64|leep 
part_13646|13644|coral peach green puff cyan|Manufacturer#3           |Brand#34  |ECONOMY PLATED BRASS|14|JUMBO JAR |1557.64|ely blithe ideas.
part_13647|13645|royal pale dodger blush plum|Manufacturer#5           |Brand#53  |SMALL POLISHED TIN|4|MED DRUM  |1558.64|against 
part_13648|13646|dodger blush sandy khaki sky|Manufacturer#1           |Brand#14  |LARGE POLISHED COPPER|37|JUMBO BOX |1559.64|ronic a
part_13649|13647|dim olive light brown ghost|Manufacturer#4           |Brand#43  |MEDIUM ANODIZED NICKEL|5|JUMBO CASE|1560.64|lar requests af
part_13650|13648|brown wheat forest midnight sky|Manufacturer#3           |Brand#34  |ECONOMY PLATED NICKEL|24|WRAP BAG  |1561.64|nding foxes. fin
part_13651|13649|snow saddle coral beige spring|Manufacturer#4           |Brand#44  |STANDARD ANODIZED STEEL|44|MED BAG   |1562.64|y regular reques
part_13652|13650|lemon burlywood salmon dim forest|Manufacturer#3           |Brand#32  |LARGE BRUSHED NICKEL|40|JUMBO PACK|1563.65|y across the 
part_13653|13651|lemon forest bisque blue rose|Manufacturer#4           |Brand#43  |ECONOMY ANODIZED TIN|46|MED PACK  |1564.65|uickly 
part_13654|13652|frosted azure rose chocolate mint|Manufacturer#3           |Brand#34  |ECONOMY POLISHED STEEL|11|SM PKG    |1565.65|slyly special reques
part_13655|13653|seashell yellow floral medium thistle|Manufacturer#3           |Brand#31  |MEDIUM ANODIZED TIN|32|LG BOX    |1566.65|es sleep even exc
part_13656|13654|aquamarine steel indian pale navajo|Manufacturer#5           |Brand#51  |MEDIUM ANODIZED BRASS|2|WRAP PKG  |1567.65|y pending 
part_13657|13655|lawn forest blue olive steel|Manufacturer#3           |Brand#34  |LARGE ANODIZED TIN|34|LG BOX    |1568.65| final depe
part_13658|13656|dim floral chocolate lawn brown|Manufacturer#3           |Brand#33  |MEDIUM BRUSHED TIN|34|WRAP CAN  |1569.65|struction
part_13659|13657|cyan aquamarine cornflower drab burnished|Manufacturer#3           |Brand#32  |STANDARD ANODIZED TIN|7|WRAP DRUM |1570.65| foxes. 
part_13660|13658|black bisque blue mint orange|Manufacturer#4           |Brand#45  |PROMO ANODIZED STEEL|7|MED JAR   |1571.65|ss accounts hang. sly
part_13661|13659|moccasin chartreuse purple misty lime|Manufacturer#4           |Brand#43  |STANDARD PLATED COPPER|4|WRAP BOX  |1572.65|edly regular accou
part_13662|13660|chiffon blush indian maroon goldenrod|Manufacturer#2           |Brand#23  |STANDARD PLATED COPPER|50|LG DRUM   |1573.66|y ironic deposits
part_13663|13661|ghost smoke midnight orchid chocolate|Manufacturer#4           |Brand#42  |LARGE POLISHED COPPER|46|WRAP PACK |1574.66|uctions. carefully 
part_13664|13662|salmon purple thistle cornflower medium|Manufacturer#1           |Brand#15  |SMALL BURNISHED BRASS|19|JUMBO BOX |1575.66|deposits.
part_13665|13663|gainsboro orange chartreuse cream dodger|Manufacturer#5           |Brand#54  |SMALL PLATED STEEL|2|JUMBO CASE|1576.66|gular accounts wake 
part_13666|13664|dark blue cornsilk red lemon|Manufacturer#4           |Brand#42  |ECONOMY BURNISHED COPPER|35|WRAP DRUM |1577.66|refully depos
part_13667|13665|frosted olive black sienna peru|Manufacturer#5           |Brand#52  |PROMO POLISHED COPPER|40|SM CASE   |1578.66|ckages sleep fur
part_13668|13666|bisque lawn olive misty deep|Manufacturer#3           |Brand#34  |LARGE PLATED STEEL|12|SM JAR    |1579.66|ven ideas. c
part_13669|13667|mint navy brown cornsilk lime|Manufacturer#4           |Brand#41  |PROMO BURNISHED NICKEL|10|WRAP BOX  |1580.66|kly eve
part_13670|13668|slate salmon dim wheat saddle|Manufacturer#4           |Brand#41  |ECONOMY ANODIZED BRASS|1|SM PACK   |1581.66|thely un
part_13671|13669|floral salmon powder green hot|Manufacturer#2           |Brand#23  |ECONOMY PLATED TIN|27|MED PACK  |1582.66|le furiou
part_13672|13670|tomato saddle hot burnished misty|Manufacturer#2           |Brand#22  |ECONOMY PLATED NICKEL|15|SM JAR    |1583.67|odoli
part_13673|13671|thistle almond sky orchid chocolate|Manufacturer#4           |Brand#44  |LARGE PLATED NICKEL|14|JUMBO CASE|1584.67|press
part_13674|13672|tomato aquamarine burnished cream frosted|Manufacturer#1           |Brand#11  |MEDIUM POLISHED TIN|23|LG DRUM   |1585.67|ly unusua
part_13675|13673|dim coral bisque metallic cream|Manufacturer#1           |Brand#15  |SMALL POLISHED BRASS|47|MED BOX   |1586.67|he carefully pending 
part_13676|13674|sky light burlywood lime sienna|Manufacturer#2           |Brand#25  |STANDARD BURNISHED NICKEL|22|JUMBO PACK|1587.67|ic foxe
part_13677|13675|ivory aquamarine olive purple drab|Manufacturer#3           |Brand#31  |LARGE POLISHED COPPER|48|LG BOX    |1588.67| accoun
part_13678|13676|lime rose cornflower orchid bisque|Manufacturer#5           |Brand#52  |MEDIUM PLATED NICKEL|46|SM CAN    |1589.67|express acco
part_13679|13677|brown saddle cyan gainsboro ivory|Manufacturer#2           |Brand#25  |STANDARD BRUSHED BRASS|37|SM BAG    |1590.67|y unus
part_13680|13678|cornflower wheat chartreuse sienna white|Manufacturer#4           |Brand#44  |MEDIUM BRUSHED COPPER|3|WRAP JAR  |1591.67|s eat around the
part_13681|13679|lavender chiffon orange lemon metallic|Manufacturer#5           |Brand#53  |STANDARD POLISHED BRASS|30|MED PACK  |1592.67|ending hockey play
part_13682|13680|sky sandy midnight cornflower white|Manufacturer#2           |Brand#25  |PROMO PLATED STEEL|4|LG CAN    |1593.68|ly final asymptote
part_13683|13681|mint thistle blush salmon almond|Manufacturer#4           |Brand#44  |LARGE PLATED COPPER|39|WRAP CAN  |1594.68|sits are along
part_13684|13682|cornsilk forest powder saddle rose|Manufacturer#2           |Brand#22  |LARGE BURNISHED TIN|37|WRAP PKG  |1595.68|nts. 
part_13685|13683|royal bisque light thistle cyan|Manufacturer#1           |Brand#12  |STANDARD BURNISHED TIN|28|JUMBO PKG |1596.68|lar accounts was even 
part_13686|13684|peru seashell pale floral slate|Manufacturer#1           |Brand#12  |SMALL POLISHED STEEL|24|JUMBO DRUM|1597.68|press d
part_13687|13685|navajo azure metallic ghost pale|Manufacturer#2           |Brand#22  |MEDIUM PLATED NICKEL|48|MED DRUM  |1598.68| unusual deposit
part_13688|13686|green seashell saddle blush light|Manufacturer#3           |Brand#34  |ECONOMY BURNISHED STEEL|50|JUMBO BAG |1599.68|ns na
part_13689|13687|khaki lawn pale lime forest|Manufacturer#4           |Brand#45  |MEDIUM POLISHED STEEL|39|JUMBO PACK|1600.68|s gro
part_13690|13688|honeydew firebrick chartreuse rose dim|Manufacturer#5           |Brand#53  |PROMO BURNISHED TIN|34|WRAP CASE |1601.68| poach 
part_13691|13689|goldenrod tomato coral rose lace|Manufacturer#4           |Brand#44  |SMALL POLISHED STEEL|8|SM CAN    |1602.68|nts cajole quickly 
part_13692|13690|spring black orange violet blanched|Manufacturer#5           |Brand#54  |SMALL BURNISHED NICKEL|38|MED BOX   |1603.69|e slyly regular depen
part_13693|13691|green bisque cornflower rosy salmon|Manufacturer#4           |Brand#45  |STANDARD POLISHED COPPER|43|LG BOX    |1604.69|furiously 
part_13694|13692|moccasin green linen powder peach|Manufacturer#3           |Brand#31  |PROMO PLATED NICKEL|40|JUMBO BAG |1605.69|quests. close
part_13695|13693|floral mint orchid dim grey|Manufacturer#5           |Brand#54  |STANDARD PLATED BRASS|45|MED CAN   |1606.69|ds. never special dino
part_13696|13694|maroon blush orchid puff royal|Manufacturer#5           |Brand#54  |LARGE PLATED TIN|5|SM BAG    |1607.69|theodolites. sl
part_13697|13695|frosted powder green light burlywood|Manufacturer#5           |Brand#54  |MEDIUM BRUSHED BRASS|22|SM PKG    |1608.69| quickly accord
part_13698|13696|hot frosted tomato floral lime|Manufacturer#1           |Brand#14  |SMALL BRUSHED NICKEL|34|WRAP DRUM |1609.69|nal excus
part_13699|13697|orange firebrick hot misty coral|Manufacturer#5           |Brand#52  |STANDARD BURNISHED BRASS|49|SM CASE   |1610.69|se with 
part_13700|13698|blanched plum seashell mint indian|Manufacturer#5           |Brand#54  |ECONOMY BURNISHED TIN|39|MED PACK  |1611.69|r the 
part_13701|13699|gainsboro indian forest rosy purple|Manufacturer#5           |Brand#55  |STANDARD BURNISHED TIN|35|SM CASE   |1612.69|ickly. caref
part_13702|13700|steel blush metallic deep sienna|Manufacturer#1           |Brand#12  |SMALL ANODIZED BRASS|42|WRAP BOX  |1613.70|ing packages
part_13703|13701|steel green navy snow black|Manufacturer#3           |Brand#34  |PROMO ANODIZED TIN|25|JUMBO BAG |1614.70|e quickly bold 
part_13704|13702|saddle maroon almond seashell red|Manufacturer#1           |Brand#11  |MEDIUM ANODIZED TIN|24|MED BAG   |1615.70|ost after th
part_13705|13703|antique dodger metallic gainsboro goldenrod|Manufacturer#1           |Brand#14  |PROMO POLISHED COPPER|49|MED BOX   |1616.70|luffil
part_13706|13704|thistle blush light navajo hot|Manufacturer#1           |Brand#15  |SMALL PLATED STEEL|8|MED CASE  |1617.70|gular depo
part_13707|13705|metallic lawn khaki chocolate dodger|Manufacturer#3           |Brand#32  |LARGE PLATED COPPER|43|JUMBO PACK|1618.70|ctions across the fin
part_13708|13706|seashell puff black lavender drab|Manufacturer#1           |Brand#14  |ECONOMY BRUSHED STEEL|12|JUMBO JAR |1619.70|usly regul
part_13709|13707|brown goldenrod purple mint red|Manufacturer#4           |Brand#43  |LARGE ANODIZED TIN|41|MED CAN   |1620.70|unusual, pend
part_13710|13708|navy white floral midnight saddle|Manufacturer#4           |Brand#41  |STANDARD ANODIZED TIN|9|SM CAN    |1621.70| daring deposi
part_13711|13709|antique thistle royal brown peru|Manufacturer#2           |Brand#24  |STANDARD BURNISHED COPPER|36|LG CASE   |1622.70|nag furiously. pe
part_13712|13710|violet dim orange lime metallic|Manufacturer#4           |Brand#43  |STANDARD PLATED NICKEL|6|SM JAR    |1623.71|lites. never final 
part_13713|13711|green peach steel rosy sandy|Manufacturer#3           |Brand#34  |MEDIUM ANODIZED NICKEL|20|LG JAR    |1624.71|ys unusual deposi
part_13714|13712|goldenrod green aquamarine lime cornflower|Manufacturer#4           |Brand#44  |MEDIUM PLATED BRASS|20|WRAP CASE |1625.71|c platelets. furio
part_13715|13713|mint dodger snow lace midnight|Manufacturer#1           |Brand#15  |PROMO POLISHED TIN|28|WRAP CASE |1626.71|s. even de
part_13716|13714|dark peach rose chocolate papaya|Manufacturer#4           |Brand#45  |MEDIUM ANODIZED NICKEL|32|MED PACK  |1627.71|nal, b
part_13717|13715|ghost tomato purple khaki rose|Manufacturer#3           |Brand#35  |ECONOMY PLATED TIN|22|LG PKG    |1628.71|ecial packages solve 
part_13718|13716|wheat pink sienna mint dim|Manufacturer#4           |Brand#45  |MEDIUM ANODIZED BRASS|2|SM BAG    |1629.71|inder 
part_13719|13717|ivory cornsilk pink wheat orchid|Manufacturer#4           |Brand#44  |STANDARD ANODIZED COPPER|33|LG BOX    |1630.71|ress requests haggle
part_13720|13718|papaya medium pale khaki olive|Manufacturer#3           |Brand#33  |SMALL BRUSHED TIN|26|SM PKG    |1631.71|uriously across the qu
part_13721|13719|purple lime grey pale maroon|Manufacturer#1           |Brand#11  |SMALL BRUSHED TIN|23|LG CASE   |1632.71|ular accounts pr
