orders_rownum|o_orderkey|o_custkey|o_orderstatus|o_totalprice|o_orderdate|o_orderpriority|o_clerk|o_shippriority|o_comment
orders_138124|552482|7192|O|81043.60|1996-01-06|4-NOT SPECIFIED|Clerk#000000298|0|inal theodolites throughout the ironic packages inte
orders_138125|552483|13888|O|98696.70|1996-08-27|1-URGENT       |Clerk#000000263|0| carefully. slyly regular requests
orders_138126|552484|7171|O|43927.97|1996-09-20|1-URGENT       |Clerk#000000423|0|as wake quickly furiously express courts. fluffily close pinto beans af
orders_138128|552486|7132|F|384983.08|1992-01-25|1-URGENT       |Clerk#000000382|0|ress accounts. quickly ironic requests sleep carefully quickl
orders_138129|552487|9362|O|125407.28|1996-11-08|2-HIGH         |Clerk#000000200|0|deposits boost carefully-- slyly unusual dugouts sleep
orders_138130|552512|11047|O|139102.30|1995-08-10|3-MEDIUM       |Clerk#000000610|0| after the bold packages. flu
orders_138131|552513|13936|F|94583.69|1994-09-21|2-HIGH         |Clerk#000000179|0|atterns. furiously sly theodolites use across the furiously special instr
orders_138132|552514|8192|F|136542.53|1995-02-06|3-MEDIUM       |Clerk#000000390|0|s haggle along the unu
orders_138133|552515|9235|F|146613.54|1992-06-07|4-NOT SPECIFIED|Clerk#000000205|0|atelets. theodolites haggle about
orders_138134|552516|9295|O|155324.70|1996-04-25|2-HIGH         |Clerk#000000642|0|ously. final, unusual hockey players except the bold, ironic
orders_138135|552517|10718|F|147508.13|1992-04-20|1-URGENT       |Clerk#000000921|0|ounts. furiously ironic asymptotes integrate slyly after th
orders_138136|552518|13282|F|178163.71|1993-04-21|1-URGENT       |Clerk#000000596|0|y. carefully ironic deposits cajo
orders_138137|552519|10642|F|193255.56|1993-11-11|5-LOW          |Clerk#000000264|0|deposits sleep inside the carefully brave
orders_138138|552544|5932|O|182409.26|1998-03-24|2-HIGH         |Clerk#000000016|0| deposits cajole about the carefully pending instructions. slyly s
orders_138139|552545|5362|F|50149.35|1993-10-22|5-LOW          |Clerk#000000538|0|ole furiously pinto beans. final sheaves detect fluffily across the 
orders_138140|552546|10012|F|269785.22|1994-08-07|3-MEDIUM       |Clerk#000000638|0|hely. blithely bold ideas after the p
orders_138141|552547|2977|O|116878.24|1995-12-18|4-NOT SPECIFIED|Clerk#000000046|0|ely express pinto beans maintain carefully after the 
orders_138142|552548|9715|O|223361.44|1996-03-12|2-HIGH         |Clerk#000000406|0|eas was evenly against the blithely silent accounts. furi
orders_138143|552549|14089|F|115492.10|1995-02-28|1-URGENT       |Clerk#000000934|0| blithely special deposits nag slyly. 
orders_138144|552550|3757|F|123195.74|1993-10-24|5-LOW          |Clerk#000000176|0| pinto beans. slyly even packag
orders_138145|552551|6004|O|106910.63|1998-01-16|5-LOW          |Clerk#000000658|0| furiously enticing theodolites; pending, ironic pinto beans doubt 
orders_138146|552576|3520|O|317803.62|1997-03-16|4-NOT SPECIFIED|Clerk#000000815|0| pending platelets according to the carefully final 
orders_138147|552577|11941|O|251266.71|1998-04-07|5-LOW          |Clerk#000000545|0|der furiously quickly spec
orders_138148|552578|4825|P|153877.34|1995-03-15|1-URGENT       |Clerk#000000542|0|equests. blithely ironic dependencies hang. deposits until the ironi
orders_138149|552579|8261|F|253895.10|1992-12-15|4-NOT SPECIFIED|Clerk#000000569|0|y across the slyly special pinto beans. fluffily pending foxes boost ironic
orders_138150|552580|14057|O|107773.98|1996-06-30|1-URGENT       |Clerk#000000831|0| fluffily express excuses. quickly express a
orders_138151|552581|4867|O|111035.95|1995-09-30|5-LOW          |Clerk#000000779|0|packages haggle. carefully final pinto beans hag
orders_138152|552582|5848|P|156247.00|1995-04-26|4-NOT SPECIFIED|Clerk#000000237|0|ily final requests wake. fluffily
orders_138153|552583|9128|O|275436.87|1995-10-04|3-MEDIUM       |Clerk#000000589|0|nal pinto beans wake furiously pend
orders_138154|552608|13496|F|15646.04|1995-02-24|2-HIGH         |Clerk#000000754|0|nic hockey players nag about the blithely bold grouches. carefully permanent 
orders_138155|552609|12857|O|15639.35|1995-10-18|3-MEDIUM       |Clerk#000000112|0|ake busily slyly final ideas. pending, express pint
orders_138156|552610|803|F|305980.09|1994-12-23|2-HIGH         |Clerk#000000755|0|kages among the slyly pending sheaves poach carefully against the quickly f
orders_138157|552611|10609|P|247983.49|1995-06-04|3-MEDIUM       |Clerk#000000194|0| ironic depths. quickly pending excuses sle
orders_138158|552612|2386|O|103285.76|1998-05-23|1-URGENT       |Clerk#000000428|0|integrate furiously final re
orders_138159|552613|9043|O|88284.90|1996-06-08|1-URGENT       |Clerk#000000427|0|t carefully? fluffily ironic requests cajole regularly carefully regular reque
orders_138160|552614|12248|F|121774.26|1995-02-11|5-LOW          |Clerk#000000898|0|ular platelets. ironic theodolites kindle quickly. quickly ironic req
orders_138161|552615|469|O|132362.42|1996-10-01|5-LOW          |Clerk#000000421|0|ers use slyly after the blithely bold pinto beans. blithely eve
orders_138162|552640|1472|F|37369.39|1994-09-19|2-HIGH         |Clerk#000000257|0|riously. blithely regular a
orders_138163|552641|5647|F|101456.96|1994-05-12|3-MEDIUM       |Clerk#000000166|0|ld instructions across 
orders_138164|552642|2515|F|12881.58|1994-11-13|1-URGENT       |Clerk#000000582|0|warthogs breach against the regular sau
orders_138165|552643|4459|O|151491.10|1997-02-26|1-URGENT       |Clerk#000000094|0|nusual, bold packages wake at the furiously express instructi
orders_138166|552644|1094|O|281082.53|1998-01-21|1-URGENT       |Clerk#000000664|0|requests. special, ironic requests kindle fluffily. blithely expr
orders_138167|552645|796|O|67158.68|1996-01-11|3-MEDIUM       |Clerk#000000729|0|ress instructions: evenly final accounts cajole 
orders_138168|552646|5083|O|182560.81|1997-04-10|1-URGENT       |Clerk#000000644|0|l dinos sleep furiously above the blithely final deposits.
orders_138169|552647|14434|F|124841.79|1992-03-02|1-URGENT       |Clerk#000000121|0| slyly even packages.
orders_138170|552672|4561|O|69757.72|1995-12-24|1-URGENT       |Clerk#000000624|0|o the pending packages. carefully bol
orders_138171|552673|13355|F|152219.84|1993-02-16|5-LOW          |Clerk#000000414|0|according to the special, ironic gifts. furiously final pinto beans ca
orders_138172|552674|4988|O|29854.72|1996-11-20|3-MEDIUM       |Clerk#000000814|0|nstructions across the blithely ironic deposits boost slyly ironic plate
orders_138173|552675|6050|O|253201.38|1996-03-21|4-NOT SPECIFIED|Clerk#000000959|0|sts cajole slyly according to the carefully bold foxes. blithely iron
orders_138174|552676|12167|F|320392.15|1993-05-27|5-LOW          |Clerk#000000932|0|uses. closely ironic dolphins affix after the carefully ruthless packages
orders_138175|552677|9209|O|73210.62|1998-06-13|4-NOT SPECIFIED|Clerk#000000125|0|d dolphins shall sleep furious
orders_138176|552678|4756|F|54520.42|1993-11-13|5-LOW          |Clerk#000000946|0|lly even asymptotes boost blithely. fluffily sly pinto beans are blithely unu
orders_138177|552679|6079|F|261797.57|1993-03-19|5-LOW          |Clerk#000000496|0|al, regular foxes are quickly a
orders_138178|552704|7757|O|265050.27|1995-08-18|2-HIGH         |Clerk#000000103|0|uffily special theodolit
orders_138179|552705|3193|F|207289.18|1994-10-28|5-LOW          |Clerk#000000894|0|lets about the regular, ironic dep
orders_138180|552706|10622|O|136371.68|1996-03-21|5-LOW          |Clerk#000000278|0|dencies use blithely above the blithely even id
orders_138181|552707|5302|O|202544.33|1995-09-29|1-URGENT       |Clerk#000000853|0| foxes. closely regular deposits are carefully. sly
orders_138182|552708|12454|F|357585.54|1993-06-22|2-HIGH         |Clerk#000000830|0|forges affix furiously u
orders_138183|552709|2918|O|198954.10|1996-05-07|3-MEDIUM       |Clerk#000000341|0|gular theodolites above the carefully
orders_138184|552710|10219|F|282148.78|1993-10-17|2-HIGH         |Clerk#000000381|0| slyly ironic accounts af
orders_138185|552711|1843|O|155217.46|1995-11-17|2-HIGH         |Clerk#000000714|0|ackages: fluffily sile
orders_138186|552736|6706|F|93086.61|1994-12-05|3-MEDIUM       |Clerk#000000153|0|nal requests haggle beneath the fluffily
orders_138187|552737|10309|F|94626.57|1994-04-01|4-NOT SPECIFIED|Clerk#000000987|0|deposits among the slyly ironic excuses haggle quickly silently pending ac
orders_138188|552738|10651|F|253366.12|1995-02-14|1-URGENT       |Clerk#000000628|0|into beans. slyly bold accounts across the fluffily f
orders_138189|552739|11159|F|173759.92|1992-04-13|1-URGENT       |Clerk#000000637|0|oze furiously to the asymptotes. carefully express dep
orders_138190|552740|7247|F|274146.22|1992-01-24|1-URGENT       |Clerk#000000264|0|bold platelets haggle even dependencies! carefully ironic packages us
orders_138191|552741|5356|F|175978.80|1993-01-07|2-HIGH         |Clerk#000000922|0|e. fluffily pending requests boost: c
orders_138192|552742|2242|O|91599.04|1997-03-17|3-MEDIUM       |Clerk#000000376|0|counts. express requests are 
orders_138193|552743|13870|O|268272.85|1997-05-21|4-NOT SPECIFIED|Clerk#000000634|0|cajole about the pending de
orders_138194|552768|1337|O|218973.68|1995-07-27|3-MEDIUM       |Clerk#000000503|0|lar, final ideas among the furiously iro
orders_138195|552769|850|F|74213.33|1994-02-21|1-URGENT       |Clerk#000000925|0|egular deposits nod
orders_138196|552770|725|F|229437.62|1992-07-07|2-HIGH         |Clerk#000000588|0|ly express theodolites grow slyly around the
orders_138197|552771|7894|F|334693.22|1992-04-25|2-HIGH         |Clerk#000000691|0|yly unusual dependencies nag blithely among the flu
orders_138198|552772|12476|O|151729.58|1997-09-05|1-URGENT       |Clerk#000000030|0|lithely special requests. regular, pending warthogs was
orders_138199|552773|7495|O|220435.46|1996-05-15|4-NOT SPECIFIED|Clerk#000000918|0|dencies boost. carefully regular foxes sleep among the silent, final asymp
orders_138200|552774|7492|F|138922.67|1994-12-28|4-NOT SPECIFIED|Clerk#000000070|0|eposits. furiously bold instructions cajole quickly
orders_138201|552775|8891|O|242005.51|1995-12-28|1-URGENT       |Clerk#000000034|0|le furiously. bold, bold depe
orders_138202|552800|14767|F|25889.05|1992-07-08|4-NOT SPECIFIED|Clerk#000000193|0|never even instructions. carefully bold pinto beans nag special
orders_138203|552801|2852|O|224509.05|1997-11-05|3-MEDIUM       |Clerk#000000733|0|r the express instructions are furiously blithely even packages.
orders_138204|552802|5486|F|40953.23|1995-01-29|5-LOW          |Clerk#000000165|0|equests along the furiously bold foxes serve sl
orders_138205|552803|11173|F|183354.69|1992-02-14|5-LOW          |Clerk#000000714|0|alongside of the quickl
orders_138206|552804|2683|O|209372.93|1996-05-15|5-LOW          |Clerk#000000870|0|endencies wake slyly. express, silen
orders_138207|552805|14950|O|275178.96|1995-08-21|5-LOW          |Clerk#000000522|0|old deposits doubt slyly? accounts among the fluffily iron
orders_138208|552806|5344|F|95062.64|1993-11-19|2-HIGH         |Clerk#000000778|0|theodolites impress blithely up the regular
orders_138209|552807|5824|O|62961.98|1996-12-27|3-MEDIUM       |Clerk#000000034|0|sly ironic requests. furiously pendin
orders_138210|552832|2782|O|132874.41|1995-11-13|3-MEDIUM       |Clerk#000000004|0|deposits after the slyly final instructions u
orders_138211|552833|719|F|51257.42|1993-07-28|3-MEDIUM       |Clerk#000000470|0|around the ironic, iro
orders_138212|552834|13276|F|91052.66|1994-10-09|5-LOW          |Clerk#000000778|0|es. unusual requests ar
orders_138213|552835|10190|O|269046.57|1997-03-21|1-URGENT       |Clerk#000000224|0|, regular accounts haggle furiously carefully bold req
orders_138214|552836|11036|O|286163.75|1996-01-26|3-MEDIUM       |Clerk#000000278|0|notornis across the blithely unusual foxes was furiousl
orders_138215|552837|4475|F|118464.22|1993-08-02|4-NOT SPECIFIED|Clerk#000000484|0|nusual ideas haggle. slyly regular accounts haggle fluf
orders_138216|552838|11480|F|79591.73|1993-06-17|5-LOW          |Clerk#000000275|0| nag carefully along the slyly i
orders_138217|552839|8530|F|172749.91|1992-09-05|4-NOT SPECIFIED|Clerk#000000691|0|s. final instructions believe among the ironically silent ins
orders_138218|552864|7397|O|131586.87|1998-01-30|3-MEDIUM       |Clerk#000000647|0|ully express deposits. 
orders_138219|552865|6812|F|223399.02|1993-04-11|2-HIGH         |Clerk#000000979|0|ilent, pending pinto beans. carefully regular requests affix according to
orders_138220|552866|7717|O|43783.02|1995-07-29|1-URGENT       |Clerk#000000092|0|uffily sly, bold waters. pending instructions solve slyly blit
orders_138221|552867|13402|O|162632.96|1998-07-20|2-HIGH         |Clerk#000000227|0|r accounts cajole furiously despite the
orders_138222|552868|3829|O|195680.28|1997-11-08|5-LOW          |Clerk#000000651|0|regular ideas according to th
orders_138223|552869|10289|F|113006.34|1992-07-31|4-NOT SPECIFIED|Clerk#000000530|0|enly regular accounts 
orders_138224|552870|4403|P|109123.98|1995-05-23|5-LOW          |Clerk#000000762|0|ut the furiously unusual packages. quickly even requests 
orders_138225|552871|4426|F|81810.98|1993-06-28|5-LOW          |Clerk#000000400|0|yly across the carefully regular deposits? express reques
orders_138226|552896|823|F|1368.94|1994-10-28|3-MEDIUM       |Clerk#000000094|0|s boost furiously ironic requests. blithely regular theodolites across the fur
orders_138227|552897|9934|O|227342.60|1998-04-24|5-LOW          |Clerk#000000364|0|cajole furiously alongside of the always
orders_138228|552898|11630|O|30170.02|1995-06-22|3-MEDIUM       |Clerk#000000658|0| carefully special asymptotes cajole blithely carefully even
orders_138229|552899|4174|O|164372.91|1997-01-30|1-URGENT       |Clerk#000000205|0|s should have to haggle furiously unusual in
orders_138230|552900|13444|O|160333.06|1996-01-06|2-HIGH         |Clerk#000000790|0|cial instructions along the blithely regular deposits nag fluffil
orders_138231|552901|5716|O|258311.11|1998-07-01|3-MEDIUM       |Clerk#000000294|0|ests unwind furiously. express theodolites solve. furiously unusual pinto bea
orders_138232|552902|1168|O|76131.37|1997-02-17|3-MEDIUM       |Clerk#000000213|0|ependencies solve blithely ironic packages. slyly regular a
orders_138233|552903|1288|O|31292.09|1996-11-21|5-LOW          |Clerk#000000683|0|y final deposits. blithely regular requests snooze a
orders_138234|552928|14329|O|220819.19|1998-05-28|3-MEDIUM       |Clerk#000000498|0|l dependencies sleep
orders_138235|552929|1315|F|37764.60|1994-12-14|1-URGENT       |Clerk#000000171|0|ide of the furiously final packages cajole express reques
orders_138236|552930|3136|O|310685.74|1997-02-23|2-HIGH         |Clerk#000000474|0| haggle after the regular theodolites. slyly pending p
orders_138237|552931|11632|F|88981.27|1992-10-24|3-MEDIUM       |Clerk#000000358|0|s sleep boldly. blithely unusual deposits use furiously at the unusua
orders_138238|552932|14200|F|66698.68|1995-01-22|5-LOW          |Clerk#000000478|0|y special instructions sleep
orders_138239|552933|9388|O|115147.89|1996-07-02|3-MEDIUM       |Clerk#000000458|0|packages sleep slyly acco
orders_138240|552934|4573|F|33572.03|1992-08-10|5-LOW          |Clerk#000000213|0| of the accounts sleep bravely according to the 
orders_138241|552935|763|F|81455.86|1992-07-19|1-URGENT       |Clerk#000000262|0|fluffily even packages haggle along the regular foxes. requests are 
orders_138242|552960|12073|O|206429.46|1995-10-21|1-URGENT       |Clerk#000000141|0|ously ironic instructions serve carefully ironic, ironic foxes. slyly
orders_138243|552961|9340|O|257952.12|1996-09-22|2-HIGH         |Clerk#000000963|0|ts wake quickly according to the final theodolites. slyly regular 
orders_138244|552962|4183|O|164749.84|1995-07-11|5-LOW          |Clerk#000000878|0|s cajole carefully about the carefully express accounts? blithely regular re
orders_138245|552963|13295|P|142249.40|1995-05-24|4-NOT SPECIFIED|Clerk#000000766|0|. quietly even foxes haggle carefully. deposits detect. stealthily iron
orders_138246|552964|9602|F|43259.47|1992-02-06|3-MEDIUM       |Clerk#000000642|0|ntly even excuses sleep blithely above the furiously unusua
orders_138247|552965|485|F|270208.91|1993-01-02|1-URGENT       |Clerk#000000194|0|al deposits. slyly ironic dependencies print. caref
orders_138248|552966|5155|F|171725.94|1994-10-12|4-NOT SPECIFIED|Clerk#000000476|0|carefully final pinto beans are. even, ironic 
orders_138249|552967|14293|O|151503.06|1996-04-04|1-URGENT       |Clerk#000000561|0|realms. slyly even foxes haggle furiously slyly regular req
orders_138250|552992|7537|O|223289.66|1998-01-03|5-LOW          |Clerk#000000504|0|tes cajole stealthily carefully ironic ideas. carefully fina
orders_138251|552993|6118|F|169950.53|1994-03-03|1-URGENT       |Clerk#000000021|0|s requests. furiously regular depo
orders_138252|552994|11119|F|78415.69|1992-02-21|5-LOW          |Clerk#000000669|0|ironic waters. ironic deposits wake. slyly bold requests are qu
orders_138253|552995|4016|O|72968.05|1995-09-24|5-LOW          |Clerk#000000171|0|xpress instructions.
orders_138254|552996|14503|F|17449.71|1993-04-29|3-MEDIUM       |Clerk#000000340|0| permanent requests. even theodolites believe. final, regular packages cajole 
orders_138255|552997|5860|O|167243.63|1996-05-12|2-HIGH         |Clerk#000000998|0|ely pinto beans. furiously final packages acc
orders_138256|552998|4237|O|129891.54|1997-12-09|3-MEDIUM       |Clerk#000000841|0|ly pending courts. express deposits s
orders_138257|552999|10087|F|233614.38|1993-12-25|3-MEDIUM       |Clerk#000000503|0|nding epitaphs about the fluffily final
orders_138258|553024|10774|O|116940.22|1996-08-20|1-URGENT       |Clerk#000000220|0|thely final grouches nag fluffily after the sly
orders_138259|553025|6991|O|48732.63|1996-04-04|1-URGENT       |Clerk#000000385|0|n foxes: furiously unusual packages according to the regular,
orders_138260|553026|1757|F|90577.13|1995-01-18|4-NOT SPECIFIED|Clerk#000000887|0|cuses. carefully pending instructions across the
orders_138261|553027|8659|F|172567.99|1993-04-14|5-LOW          |Clerk#000000317|0|e final ideas. slyly final deposits wake carefully slyly final sauternes. c
orders_138262|553028|11884|F|120739.43|1994-06-07|2-HIGH         |Clerk#000000492|0|regular requests x-ray final, r
orders_138263|553029|331|F|85516.55|1993-01-18|3-MEDIUM       |Clerk#000000077|0|final excuses. ironic, unusual deposits boost fluffily carefull
orders_138264|553030|6958|F|216556.65|1994-09-29|2-HIGH         |Clerk#000000421|0|dly along the quickly special de
orders_138265|553031|7951|O|137381.89|1996-10-27|4-NOT SPECIFIED|Clerk#000000673|0| pending deposits int
orders_138266|553056|8477|O|90778.83|1996-08-15|4-NOT SPECIFIED|Clerk#000000821|0|accounts. carefully final ideas haggle fluffily slyly regular requests. furi
orders_138267|553057|8396|F|207832.15|1994-03-30|4-NOT SPECIFIED|Clerk#000000702|0|ly even deposits mold blithely regular accounts. blithely final 
orders_138268|553058|10882|F|213793.78|1992-11-15|5-LOW          |Clerk#000000354|0|ainst the closely regular requests. carefully quick foxes han
orders_138269|553059|13112|F|147516.04|1993-06-18|4-NOT SPECIFIED|Clerk#000000862|0|lly carefully even excuses. final ideas are fluffily express d
orders_138270|553060|11440|O|217396.22|1997-08-27|3-MEDIUM       |Clerk#000000532|0|equests affix furiously quickly ironic foxes. carefully pending a
orders_138271|553061|2257|O|180772.72|1995-08-15|3-MEDIUM       |Clerk#000000190|0|ly unusual foxes among the regular packages wake blithel
orders_138272|553062|4399|O|204113.86|1997-07-05|5-LOW          |Clerk#000000423|0|nic requests are ex
orders_138273|553063|3313|O|282086.34|1998-02-21|4-NOT SPECIFIED|Clerk#000000066|0|ding deposits. quickly even accounts use: special
orders_138274|553088|1174|O|131406.63|1998-04-17|3-MEDIUM       |Clerk#000000175|0|olites wake carefully final, ironic pinto beans
orders_138275|553089|229|F|2138.87|1992-03-29|1-URGENT       |Clerk#000000525|0|ep carefully regular accounts. theodolite
orders_138276|553090|10405|O|110587.77|1995-12-26|1-URGENT       |Clerk#000000516|0|ges wake quickly express, pending instructions. carefully unusual sentiments 
orders_138277|553091|7540|F|114094.24|1993-10-11|4-NOT SPECIFIED|Clerk#000000970|0|gular deposits nag 
orders_138278|553092|7672|F|20696.68|1994-12-05|2-HIGH         |Clerk#000000023|0|y bold instructions. regular
orders_138279|553093|2408|O|140750.60|1996-09-16|4-NOT SPECIFIED|Clerk#000000037|0|fts against the slyly pe
orders_138280|553094|4090|O|74850.40|1996-01-28|2-HIGH         |Clerk#000000528|0|wake alongside of the excuses. even, final 
orders_138281|553095|3580|F|20802.02|1993-11-24|2-HIGH         |Clerk#000000853|0|ns. final, quick requests run requests. qu
orders_138282|553120|595|F|39633.57|1992-03-01|5-LOW          |Clerk#000000343|0|ts wake sometimes according to the 
orders_138283|553121|12583|O|154917.33|1997-09-25|2-HIGH         |Clerk#000000345|0|yly bold accounts. slyly even excuses believe about the
orders_138284|553122|4408|O|80939.94|1995-09-23|1-URGENT       |Clerk#000000966|0|l instructions nag furiously carefully express requests. slyly regular theodol
orders_138285|553123|11731|F|14076.78|1993-08-04|5-LOW          |Clerk#000000966|0| have to haggle furiously. quickly expr
orders_138286|553124|13123|O|195935.69|1996-04-30|4-NOT SPECIFIED|Clerk#000000070|0|deposits. pending requests haggle. f
orders_138287|553125|526|F|83182.29|1993-05-03|3-MEDIUM       |Clerk#000000043|0|uffily according to the quickly pending packages. deposits haggle careful
orders_138288|553126|13807|O|2733.86|1995-08-19|4-NOT SPECIFIED|Clerk#000000024|0|ts sleep quickly. slyly even deposits wake slyly final theodolites! boldl
orders_138289|553127|3931|F|70478.49|1994-10-30|3-MEDIUM       |Clerk#000000822|0|are furiously. instruction
orders_138290|553152|1444|F|76339.30|1995-02-15|4-NOT SPECIFIED|Clerk#000000365|0|y bold ideas wake about the carefully special ideas. regular somas d
orders_138291|553153|6767|O|94177.76|1996-11-24|2-HIGH         |Clerk#000000192|0|. stealthy platelets cajole sometim
orders_138292|553154|11225|O|323242.51|1998-02-12|1-URGENT       |Clerk#000000509|0| cajole slyly into the ironic instructio
orders_138293|553155|1339|F|263494.16|1993-07-06|1-URGENT       |Clerk#000000308|0|uickly unusual deposits are slyly final requests? daringl
orders_138294|553156|4342|O|165821.07|1995-06-10|2-HIGH         |Clerk#000000431|0|eas sleep according to t
orders_138295|553157|1039|O|187842.94|1998-03-27|2-HIGH         |Clerk#000000549|0|fully unusual foxes. regular, regular pin
orders_138296|553158|13528|O|85565.52|1995-05-22|1-URGENT       |Clerk#000000101|0|ts. carefully unusual packages wake among t
orders_138297|553159|11279|F|85414.29|1993-07-12|4-NOT SPECIFIED|Clerk#000000119|0|unts haggle carefully. regular deposits w
orders_138298|553184|997|O|156484.79|1996-01-07|2-HIGH         |Clerk#000000476|0|ts. final requests among the slyly final asymptotes boost car
orders_138299|553185|10633|F|187990.21|1993-02-27|3-MEDIUM       |Clerk#000000769|0|eodolites eat above the carefully ironic dolphins: slyly even
orders_138300|553186|12154|F|279484.83|1993-10-13|3-MEDIUM       |Clerk#000000368|0|, final requests boost; foxes after the slyly express pinto beans can are slyl
orders_138301|553187|3943|F|91890.93|1994-03-19|3-MEDIUM       |Clerk#000000937|0|. depths sleep slyly along th
orders_138302|553188|9358|F|239832.14|1992-05-07|5-LOW          |Clerk#000000780|0|ic deposits. final instructions nag blithely. special, unusual package
orders_138303|553189|1469|F|67585.79|1993-06-14|2-HIGH         |Clerk#000000747|0|mpress furiously slyly ironic requests. final, ev
orders_138304|553190|13531|F|171955.04|1995-02-17|2-HIGH         |Clerk#000000987|0|ven pinto beans. regular ide
orders_138305|553191|13762|O|53146.50|1997-05-14|1-URGENT       |Clerk#000000701|0|. slyly unusual deposits cajole blithely pending dolphins. 
orders_138306|553216|9109|O|189298.31|1996-08-20|5-LOW          |Clerk#000000161|0|ly special deposits. regul
orders_138307|553217|4949|O|196193.44|1998-04-28|4-NOT SPECIFIED|Clerk#000000924|0|ly ironic requests nod quickly final dolphin
orders_138308|553218|4466|O|45911.49|1995-10-11|3-MEDIUM       |Clerk#000000654|0| silent theodolites! unusual accounts sleep care
orders_138309|553219|11468|F|77567.57|1993-07-06|5-LOW          |Clerk#000000247|0|y. blithely ironic accounts against the slyly pending theod
orders_138310|553220|3634|F|119220.14|1993-05-04|1-URGENT       |Clerk#000000394|0|dependencies. regular accounts are stealthily ironic dolphins. quickly iron
orders_138311|553221|1162|F|174643.88|1993-06-11|3-MEDIUM       |Clerk#000000978|0|ing to the even theodolites ar
orders_138312|553222|2701|O|78188.51|1996-05-06|1-URGENT       |Clerk#000000872|0|etly along the special, ironic req
orders_138313|553223|14359|O|42180.39|1997-07-07|1-URGENT       |Clerk#000000236|0| the foxes. fluffily regular requests sleep caref
orders_138314|553248|9293|O|19964.58|1996-04-17|2-HIGH         |Clerk#000000298|0| requests wake slyly spec
orders_138315|553249|1382|F|9981.89|1994-10-12|3-MEDIUM       |Clerk#000000997|0| slyly busy pinto beans are 
orders_138316|553250|14224|F|96850.51|1992-06-12|5-LOW          |Clerk#000000451|0|n requests-- deposits wake carefully ev
orders_138317|553251|13942|F|157770.48|1993-10-10|1-URGENT       |Clerk#000000828|0|ow accounts against the carefully regular ideas haggle across th
orders_138318|553252|13018|F|47705.84|1992-08-19|5-LOW          |Clerk#000000371|0|ly across the requests. slyly ruthless dependencies 
orders_138319|553253|6670|O|44906.86|1997-02-11|4-NOT SPECIFIED|Clerk#000000829|0|ithely ironic instruction
orders_138320|553254|4219|F|39723.14|1992-06-11|5-LOW          |Clerk#000000159|0|pths thrash carefully special asymptotes. slyly express requests wake carefull
orders_138321|553255|12514|F|59485.52|1992-10-09|1-URGENT       |Clerk#000000158|0|final Tiresias sleep about the sometimes regular accounts: pending ide
orders_138322|553280|13417|F|299521.54|1992-06-05|2-HIGH         |Clerk#000000743|0|es doubt quickly. even instructions engage 
orders_138323|553281|12820|O|86349.24|1997-04-06|2-HIGH         |Clerk#000000851|0|ns. furiously unusual somas haggle carefully. de
orders_138324|553282|14908|F|106395.54|1993-12-15|4-NOT SPECIFIED|Clerk#000000976|0|ges affix carefully. fluffily 
orders_138325|553283|3704|O|88103.32|1997-12-02|3-MEDIUM       |Clerk#000000908|0|al accounts above th
orders_138326|553284|1342|O|29465.45|1997-07-20|4-NOT SPECIFIED|Clerk#000000219|0|blithely even foxes unwind carefully after th
orders_138327|553285|11761|O|212790.33|1995-11-27|2-HIGH         |Clerk#000000771|0|al packages. regular deposits haggle blithely care
orders_138328|553286|13063|O|56015.25|1997-08-21|1-URGENT       |Clerk#000000552|0|instructions affix carefully asymptotes. blithely final platelets are across 
orders_138329|553287|12808|F|173960.71|1995-03-25|5-LOW          |Clerk#000000183|0|ular instructions. unusual pinto beans haggle quickly-- ca
orders_138330|553312|14102|F|79728.93|1994-04-09|5-LOW          |Clerk#000000083|0|slyly packages. final theodolites impress special accounts. 
orders_138331|553313|2344|O|146618.21|1995-10-08|1-URGENT       |Clerk#000000475|0|al packages boost slyly. deposits s
orders_138332|553314|2527|O|26657.21|1997-03-22|5-LOW          |Clerk#000000767|0|lithely pending foxes. fluffily final excuses c
orders_138333|553315|4930|O|81350.48|1997-04-22|1-URGENT       |Clerk#000000596|0|gle quickly regular instructions. fluffily final pinto beans 
orders_138334|553316|1054|O|58696.89|1998-02-01|2-HIGH         |Clerk#000000614|0|es. regular ideas haggle about the ironic, bold accounts. f
orders_138335|553317|488|F|26319.33|1995-03-28|3-MEDIUM       |Clerk#000000204|0|eep slyly after the blithely unusual accounts. quick, unusual ideas wake instr
orders_138336|553318|5899|F|74644.83|1992-01-21|3-MEDIUM       |Clerk#000000254|0|riously unusual courts use quickly. express, bold pinto beans lose furio
orders_138337|553319|8591|F|119980.66|1994-05-04|4-NOT SPECIFIED|Clerk#000000075|0|iously among the bold, silent requests. closel
orders_138338|553344|6082|F|99271.33|1993-02-26|2-HIGH         |Clerk#000000266|0|luffily carefully express accounts. carefully regular theodolites
orders_138339|553345|9635|O|146183.24|1995-10-26|4-NOT SPECIFIED|Clerk#000000050|0|riously final dugouts wake carefully across t
orders_138340|553346|3371|F|101080.79|1993-04-24|1-URGENT       |Clerk#000000697|0|x fluffily after the thin deposits. final the
orders_138341|553347|3712|O|24664.09|1998-01-18|2-HIGH         |Clerk#000000259|0|ns haggle carefully! accounts poach
